order_amount,currency,billing_country,shipping_country,country_mismatch,customer_total_orders,customer_refund_rate,customer_dispute_rate,device_reuse_count,ip_reuse_count,order_velocity_24h,refund_reason,days_since_purchase,delivery_confirmed,item_category,is_abuse
72.71,CAD,NG,NG,0,5,0.0224,0.0121,2,1,2,changed_mind,20,True,beauty,0
88.4,AUD,GB,BR,1,11,0.1413,0.0076,1,1,0,not_as_described,11,True,clothing,0
214.58,USD,BR,US,1,4,0.0582,0.0218,3,1,1,wrong_item,18,True,clothing,0
17.62,GBP,US,AU,1,10,0.1066,0.005,4,1,0,changed_mind,18,True,food,0
51.38,CAD,CA,FR,1,6,0.0559,0.0095,2,1,1,not_as_described,17,True,home,0
11.49,CAD,DE,GB,1,9,0.0695,0.0324,1,1,1,other,8,True,clothing,0
92.28,AUD,DE,BR,1,7,0.2037,0.0112,2,1,1,wrong_item,22,True,beauty,0
11.23,EUR,FR,AU,1,14,0.0907,0.0031,2,0,1,damaged,12,True,home,0
87.12,AUD,BR,FR,1,9,0.0751,0.0257,1,1,0,other,12,True,food,0
32.01,EUR,CA,NG,1,13,0.0733,0.0282,2,1,1,changed_mind,11,True,clothing,0
21.64,GBP,AU,AU,0,5,0.2222,0.0268,2,1,2,damaged,18,True,clothing,0
53.78,AUD,GB,CA,1,6,0.088,0.0325,3,0,3,not_as_described,10,True,clothing,0
6.49,EUR,FR,BR,1,8,0.0747,0.0266,2,0,2,wrong_item,9,True,home,0
40.64,AUD,AU,GB,1,9,0.1052,0.0513,3,0,0,other,9,True,sports,0
141.06,AUD,NG,FR,1,13,0.1812,0.0172,4,1,2,wrong_item,13,True,sports,0
42.16,GBP,GB,CN,1,8,0.0871,0.0036,0,3,0,wrong_item,27,True,electronics,0
574.12,EUR,IN,IN,0,12,0.085,0.0069,1,1,3,other,12,True,home,0
37.28,CAD,US,US,0,11,0.0617,0.0516,3,0,0,changed_mind,16,True,sports,0
47.88,EUR,US,GB,1,6,0.1193,0.0007,4,1,1,damaged,10,True,beauty,0
154.2,EUR,IN,US,1,10,0.0506,0.0043,1,0,3,wrong_item,13,True,sports,0
150.23,USD,AU,IN,1,3,0.0082,0.0167,2,2,2,damaged,19,True,clothing,0
27.96,CAD,FR,FR,0,8,0.027,0.0115,2,0,2,wrong_item,15,True,beauty,0
31.93,USD,IN,CN,1,12,0.0826,0.0466,1,1,2,other,10,True,home,0
42.86,USD,US,CA,1,12,0.0092,0.0107,2,1,2,damaged,22,False,electronics,0
50.32,USD,DE,US,1,10,0.1304,0.0089,0,0,4,other,17,False,home,0
37.28,GBP,FR,FR,0,6,0.0592,0.0201,3,0,1,damaged,15,True,beauty,0
23.22,CAD,GB,BR,1,5,0.1309,0.0613,4,2,0,damaged,15,True,sports,0
42.09,AUD,DE,NG,1,8,0.0795,0.0017,3,0,3,not_as_described,13,True,home,0
53.05,GBP,US,AU,1,6,0.0395,0.0127,2,0,1,damaged,17,True,beauty,0
76.41,USD,IN,IN,0,10,0.0354,0.01,3,1,2,changed_mind,11,False,beauty,0
29.02,CAD,CA,BR,1,8,0.0279,0.0032,3,0,1,changed_mind,16,True,beauty,0
25.68,AUD,US,FR,1,3,0.0811,0.0226,0,0,0,changed_mind,18,True,electronics,0
77.26,EUR,CN,US,1,11,0.1766,0.0196,2,1,2,damaged,12,True,beauty,0
12.48,GBP,US,DE,1,7,0.0926,0.0066,2,0,1,damaged,17,False,food,0
36.38,GBP,GB,FR,1,12,0.0346,0.0011,0,1,1,wrong_item,16,True,food,0
49.09,GBP,CA,GB,1,7,0.0257,0.0534,2,0,1,wrong_item,11,True,clothing,0
142.91,USD,AU,NG,1,4,0.0287,0.0167,0,0,1,changed_mind,22,False,home,0
135.65,GBP,GB,AU,1,7,0.1202,0.0163,0,0,0,changed_mind,17,True,electronics,0
192.4,CAD,CN,NG,1,11,0.0475,0.0168,1,1,2,damaged,17,True,sports,0
9.23,USD,IN,CN,1,11,0.0212,0.0107,2,0,4,damaged,10,False,food,0
45.44,USD,AU,IN,1,7,0.1657,0.0138,2,0,0,wrong_item,13,True,beauty,0
56.26,GBP,NG,BR,1,9,0.1145,0.0091,4,0,0,other,17,True,food,0
220.51,GBP,CN,IN,1,13,0.0854,0.0132,3,2,2,wrong_item,17,True,food,0
56.09,GBP,IN,FR,1,13,0.1885,0.0116,1,0,1,damaged,7,True,beauty,0
85.79,USD,IN,GB,1,4,0.0989,0.0024,3,0,7,changed_mind,17,True,sports,0
43.81,USD,IN,BR,1,6,0.0435,0.0041,0,2,3,changed_mind,11,True,beauty,0
116.13,AUD,DE,CA,1,5,0.0842,0.0425,2,0,4,changed_mind,13,True,clothing,0
72.81,EUR,CN,NG,1,10,0.0652,0.0029,0,0,1,wrong_item,16,True,beauty,0
687.68,CAD,US,CN,1,10,0.0416,0.0138,3,1,2,wrong_item,13,True,home,0
92.78,GBP,US,FR,1,11,0.0847,0.1007,1,2,1,not_as_described,15,True,beauty,1
26.43,EUR,US,BR,1,4,0.1049,0.0234,3,1,1,changed_mind,21,True,sports,0
45.58,GBP,BR,AU,1,5,0.1628,0.0102,1,3,2,wrong_item,17,True,home,0
70.57,USD,CN,GB,1,5,0.0175,0.002,1,3,0,damaged,12,True,sports,0
21.87,EUR,US,BR,1,8,0.0906,0.0492,1,0,1,changed_mind,14,True,sports,0
12.85,CAD,AU,GB,1,8,0.0513,0.0317,2,2,0,changed_mind,9,True,electronics,0
80.42,EUR,FR,BR,1,4,0.1303,0.0084,2,1,0,other,9,True,clothing,0
173.3,EUR,IN,AU,1,2,0.0978,0.0626,2,2,3,damaged,17,False,food,0
102.52,USD,CN,DE,1,9,0.0277,0.0112,2,0,4,damaged,8,True,food,0
33.69,USD,AU,CA,1,7,0.1002,0.0101,1,0,1,other,12,True,beauty,0
8.34,CAD,DE,US,1,5,0.0686,0.0079,0,0,0,wrong_item,17,True,electronics,0
24.81,CAD,GB,BR,1,8,0.0964,0.0085,0,2,1,changed_mind,15,False,electronics,0
101.49,USD,US,IN,1,2,0.0654,0.0036,2,0,0,changed_mind,10,True,electronics,0
52.23,AUD,GB,US,1,9,0.0649,0.0032,4,0,4,other,17,True,clothing,0
224.81,USD,FR,NG,1,11,0.0397,0.0007,2,2,3,other,18,True,beauty,0
54.62,USD,IN,CN,1,6,0.0714,0.0036,3,0,0,wrong_item,18,True,sports,0
77.35,AUD,CN,US,1,7,0.0764,0.0358,2,0,1,wrong_item,18,True,electronics,0
66.45,CAD,NG,BR,1,5,0.0756,0.0055,4,0,0,changed_mind,16,False,clothing,0
84.43,GBP,FR,AU,1,8,0.1485,0.0205,2,1,1,wrong_item,20,True,beauty,0
63.61,AUD,AU,FR,1,7,0.1216,0.0053,2,1,6,other,21,False,clothing,0
29.34,USD,IN,IN,0,9,0.0594,0.0292,2,0,2,damaged,8,True,clothing,0
192.81,EUR,CN,US,1,10,0.1506,0.0454,1,2,2,damaged,13,True,food,0
48.03,AUD,IN,IN,0,9,0.1823,0.0775,4,1,1,other,12,True,beauty,0
25.05,AUD,AU,CA,1,3,0.0452,0.0056,4,2,4,not_as_described,21,True,electronics,0
148.01,CAD,GB,DE,1,11,0.0709,0.0071,3,1,1,not_as_described,14,True,sports,0
28.14,CAD,DE,GB,1,3,0.0628,0.0042,1,0,1,other,21,True,sports,0
44.74,GBP,AU,IN,1,8,0.0616,0.039,1,3,1,changed_mind,19,True,sports,0
66.26,GBP,DE,NG,1,6,0.0412,0.019,2,1,1,not_as_described,18,True,clothing,0
58.91,CAD,US,BR,1,5,0.1152,0.0018,2,2,2,changed_mind,16,True,clothing,0
29.2,CAD,NG,CN,1,12,0.1125,0.0066,0,1,2,damaged,14,False,beauty,0
38.1,EUR,BR,DE,1,8,0.0904,0.0265,4,1,1,changed_mind,17,True,home,0
55.17,USD,FR,FR,0,3,0.1472,0.0672,3,1,1,other,15,True,home,0
95.59,CAD,NG,IN,1,8,0.0633,0.0004,8,1,2,wrong_item,12,False,electronics,0
549.18,USD,US,DE,1,8,0.132,0.0025,2,0,3,damaged,20,True,home,0
12.03,CAD,GB,US,1,16,0.0399,0.0298,2,2,1,changed_mind,13,True,beauty,0
259.49,EUR,CN,US,1,11,0.0104,0.0279,0,1,1,other,6,True,home,0
38.58,CAD,US,AU,1,5,0.0501,0.0492,4,1,2,not_as_described,15,True,sports,0
14.37,GBP,NG,US,1,8,0.262,0.0046,1,4,5,changed_mind,17,True,clothing,0
111.92,AUD,DE,IN,1,10,0.0609,0.0048,1,0,0,not_as_described,13,True,beauty,0
65.75,CAD,GB,DE,1,12,0.0878,0.0053,1,1,1,other,15,True,sports,0
64.39,EUR,FR,FR,0,6,0.0307,0.0027,1,3,2,wrong_item,11,False,sports,1
23.35,CAD,US,NG,1,7,0.1733,0.0055,1,1,2,changed_mind,13,True,clothing,0
74.73,AUD,US,IN,1,10,0.0527,0.0325,2,2,0,damaged,17,True,sports,0
78.58,EUR,US,IN,1,7,0.0527,0.0143,5,2,2,not_as_described,7,True,electronics,0
20.64,USD,AU,NG,1,13,0.0309,0.0114,1,2,2,wrong_item,21,True,sports,0
37.53,CAD,CA,CN,1,5,0.1097,0.023,2,1,0,changed_mind,15,True,clothing,0
107.49,USD,US,FR,1,5,0.0568,0.0028,0,0,0,changed_mind,14,False,electronics,0
83.22,CAD,GB,GB,0,9,0.1601,0.014,3,1,1,changed_mind,11,True,clothing,0
5.79,USD,FR,FR,0,10,0.1364,0.0156,1,1,0,damaged,10,True,sports,0
43.72,GBP,CN,IN,1,9,0.1023,0.0052,6,1,0,changed_mind,15,True,sports,0
67.23,EUR,IN,BR,1,7,0.1435,0.0088,2,0,2,changed_mind,14,True,sports,0
19.66,CAD,DE,IN,1,15,0.2265,0.0616,2,1,1,other,17,True,beauty,0
32.0,GBP,DE,AU,1,9,0.0578,0.0179,3,4,2,changed_mind,19,True,electronics,0
43.03,EUR,NG,FR,1,6,0.1735,0.0089,2,0,4,not_as_described,8,True,beauty,0
433.03,USD,AU,DE,1,10,0.1227,0.0574,8,2,1,changed_mind,13,True,clothing,0
5.76,AUD,AU,CA,1,5,0.1233,0.0456,1,0,3,changed_mind,17,False,sports,0
106.06,EUR,DE,DE,0,11,0.046,0.0416,0,2,1,not_as_described,14,True,clothing,0
288.08,GBP,CA,CA,0,5,0.1206,0.0539,2,1,3,not_as_described,10,True,food,0
30.47,EUR,AU,DE,1,15,0.0695,0.0072,3,0,0,not_as_described,14,True,sports,0
85.99,GBP,CA,CA,0,6,0.1305,0.0859,2,0,2,not_as_described,14,False,clothing,0
394.62,AUD,DE,BR,1,6,0.0578,0.0277,2,2,1,changed_mind,11,True,home,0
12.54,CAD,NG,CA,1,5,0.2495,0.0478,1,1,0,other,17,True,clothing,0
65.86,CAD,CA,CA,0,7,0.0591,0.0158,0,1,2,wrong_item,9,False,clothing,0
25.63,CAD,DE,CN,1,4,0.0663,0.0239,4,2,2,damaged,12,True,home,0
14.37,CAD,IN,BR,1,10,0.1024,0.0027,2,2,1,wrong_item,14,True,food,0
33.86,AUD,GB,CA,1,8,0.1299,0.002,2,0,4,not_as_described,19,True,home,0
7.62,USD,US,NG,1,11,0.1446,0.0308,3,3,1,damaged,10,True,electronics,0
164.96,AUD,BR,IN,1,5,0.1435,0.0502,2,0,2,damaged,17,True,beauty,0
29.94,CAD,FR,NG,1,15,0.0228,0.0185,3,1,3,other,14,True,home,0
124.26,CAD,AU,NG,1,4,0.1006,0.0052,3,1,1,wrong_item,13,True,beauty,0
10.43,EUR,CN,AU,1,11,0.0262,0.0205,2,1,1,other,11,False,electronics,0
71.17,CAD,DE,NG,1,9,0.0791,0.0002,4,1,1,other,12,True,sports,0
3.66,AUD,IN,FR,1,6,0.2703,0.0071,4,0,1,not_as_described,9,True,food,0
664.45,GBP,CN,FR,1,9,0.1133,0.0029,1,2,2,wrong_item,17,True,beauty,0
84.58,CAD,CA,BR,1,6,0.0376,0.0727,2,1,1,not_as_described,14,True,food,0
59.74,USD,IN,CA,1,5,0.0402,0.0135,3,3,1,not_as_described,17,True,food,0
20.89,CAD,GB,BR,1,9,0.172,0.0435,2,1,0,not_as_described,10,True,sports,0
28.93,AUD,IN,CA,1,6,0.0621,0.0208,1,1,2,changed_mind,16,True,clothing,0
71.75,CAD,DE,US,1,4,0.0734,0.0984,5,1,0,not_as_described,13,True,sports,0
70.71,CAD,AU,AU,0,12,0.0831,0.0043,1,3,2,changed_mind,11,True,food,0
87.96,EUR,BR,US,1,7,0.1287,0.0004,1,2,2,other,15,True,food,0
107.59,AUD,NG,CN,1,4,0.0835,0.0014,2,0,1,changed_mind,17,True,home,0
31.76,USD,CA,NG,1,9,0.1583,0.0211,5,4,1,other,9,True,food,1
110.03,AUD,GB,FR,1,8,0.1649,0.0174,2,4,5,not_as_described,13,False,sports,0
86.33,CAD,GB,AU,1,13,0.051,0.0432,2,1,2,damaged,17,True,beauty,0
31.87,AUD,AU,CA,1,9,0.0896,0.011,4,3,1,other,6,True,clothing,0
12.98,USD,CN,CN,0,9,0.0678,0.0177,2,2,1,wrong_item,14,True,electronics,0
24.56,GBP,AU,IN,1,3,0.0768,0.0144,4,1,1,changed_mind,9,True,home,0
112.89,GBP,IN,FR,1,10,0.0416,0.0001,1,3,2,damaged,17,True,electronics,0
159.72,AUD,BR,CN,1,12,0.0665,0.0235,3,2,1,wrong_item,21,True,electronics,0
127.73,USD,US,US,0,7,0.0678,0.0066,6,0,1,other,12,False,food,0
24.86,GBP,BR,GB,1,9,0.0898,0.0114,2,2,2,changed_mind,14,True,sports,0
75.54,GBP,GB,NG,1,10,0.0986,0.0102,1,0,0,changed_mind,7,False,home,0
105.36,EUR,US,GB,1,7,0.101,0.0148,1,1,2,not_as_described,16,True,clothing,0
15.61,GBP,AU,DE,1,9,0.057,0.0062,3,1,0,wrong_item,25,True,beauty,0
29.22,GBP,BR,CA,1,5,0.1493,0.0012,2,0,1,changed_mind,12,True,home,0
104.06,EUR,US,IN,1,7,0.0199,0.0037,1,1,3,changed_mind,10,True,clothing,0
348.96,EUR,DE,GB,1,8,0.0945,0.0049,2,0,3,damaged,14,True,sports,0
26.49,USD,FR,CA,1,8,0.0818,0.0097,3,0,2,wrong_item,9,True,home,0
21.07,GBP,CA,FR,1,11,0.1026,0.0035,1,1,3,not_as_described,13,True,home,0
92.66,GBP,GB,DE,1,8,0.1019,0.0295,0,0,3,other,16,True,food,0
33.59,GBP,IN,CN,1,10,0.0685,0.0329,3,1,2,not_as_described,15,True,home,0
323.36,AUD,NG,BR,1,9,0.0231,0.0135,3,2,2,changed_mind,13,True,home,0
18.55,USD,DE,DE,0,10,0.0848,0.0024,4,1,2,not_as_described,17,True,food,0
101.16,AUD,DE,BR,1,12,0.2179,0.0074,2,0,3,other,16,False,clothing,0
30.07,USD,BR,AU,1,6,0.0805,0.0068,1,2,2,damaged,19,True,sports,0
12.67,CAD,FR,DE,1,6,0.0444,0.038,2,1,2,not_as_described,16,True,electronics,0
323.91,EUR,CA,FR,1,7,0.0895,0.0173,0,1,1,damaged,13,True,food,0
28.05,CAD,US,US,0,8,0.1475,0.013,1,1,2,not_as_described,15,True,food,0
56.57,EUR,BR,DE,1,8,0.0194,0.0043,1,1,2,other,15,False,home,0
4.38,CAD,NG,CN,1,9,0.0887,0.005,2,1,2,damaged,9,False,beauty,0
40.48,AUD,BR,BR,0,6,0.0559,0.0102,3,1,0,other,10,False,sports,0
54.03,GBP,CA,BR,1,14,0.2138,0.016,2,1,1,changed_mind,12,False,electronics,0
79.44,EUR,US,IN,1,2,0.0894,0.0362,1,0,1,changed_mind,14,True,beauty,0
62.31,USD,US,CN,1,14,0.0903,0.008,3,0,4,changed_mind,16,False,beauty,0
12.57,USD,AU,BR,1,11,0.0354,0.0386,3,0,0,other,11,True,electronics,0
20.11,AUD,CA,CN,1,7,0.0055,0.0151,2,1,1,changed_mind,13,True,home,0
24.59,AUD,NG,DE,1,7,0.0348,0.0298,1,1,3,wrong_item,22,True,food,0
39.91,GBP,IN,BR,1,9,0.0942,0.0154,3,0,3,wrong_item,15,True,sports,0
22.1,EUR,FR,GB,1,3,0.1874,0.0343,2,0,1,wrong_item,10,True,electronics,0
40.57,EUR,FR,CA,1,6,0.1137,0.0108,3,1,0,damaged,13,True,beauty,0
1.48,GBP,CA,CA,0,9,0.1206,0.0022,0,0,3,wrong_item,15,True,beauty,0
149.22,GBP,IN,AU,1,14,0.0356,0.0524,1,0,2,changed_mind,15,True,clothing,0
9.89,EUR,CA,NG,1,5,0.0467,0.0136,0,2,2,damaged,15,True,home,0
7.11,EUR,AU,CN,1,8,0.0875,0.0267,2,2,3,not_as_described,19,True,sports,0
38.16,CAD,NG,GB,1,8,0.0975,0.0174,3,0,0,other,18,False,food,0
19.29,CAD,BR,US,1,2,0.1084,0.0132,5,0,0,other,20,True,electronics,0
64.95,CAD,DE,CN,1,5,0.0558,0.0052,0,1,1,other,9,True,electronics,0
80.44,AUD,DE,AU,1,10,0.1196,0.0038,0,2,1,other,16,True,food,0
19.84,EUR,IN,DE,1,6,0.0399,0.0157,0,0,1,wrong_item,25,True,food,0
34.78,CAD,US,US,0,9,0.1501,0.0168,1,1,0,not_as_described,13,True,sports,0
29.59,EUR,US,IN,1,4,0.0291,0.0025,3,1,0,changed_mind,17,True,electronics,0
154.82,CAD,FR,CA,1,12,0.0239,0.0391,4,0,0,other,17,True,food,0
164.86,CAD,CN,GB,1,4,0.1271,0.0077,2,2,2,wrong_item,17,True,clothing,0
53.8,EUR,AU,BR,1,8,0.2561,0.007,4,1,3,damaged,13,True,electronics,0
34.26,AUD,NG,CN,1,9,0.0845,0.0236,0,2,0,not_as_described,15,True,food,0
64.51,CAD,US,BR,1,8,0.0096,0.0134,0,0,2,wrong_item,16,True,clothing,0
30.62,CAD,DE,US,1,8,0.0626,0.0276,2,1,0,changed_mind,13,False,sports,0
7.84,USD,BR,CA,1,4,0.0244,0.0124,1,2,3,other,16,True,food,0
35.06,GBP,DE,CA,1,7,0.0124,0.0043,0,2,2,wrong_item,12,True,sports,0
183.08,USD,BR,US,1,8,0.0707,0.0238,3,0,1,other,9,True,food,0
185.1,AUD,DE,IN,1,8,0.1457,0.008,3,1,0,wrong_item,14,True,beauty,0
121.63,AUD,CA,US,1,7,0.0146,0.0365,0,0,1,damaged,7,True,food,0
47.65,USD,GB,GB,0,11,0.0199,0.0293,2,2,0,wrong_item,13,True,beauty,0
22.75,CAD,US,NG,1,6,0.2141,0.0081,2,2,2,other,13,True,beauty,0
877.08,EUR,DE,US,1,7,0.0816,0.008,2,2,1,wrong_item,12,True,food,0
52.99,GBP,DE,BR,1,10,0.0528,0.0014,1,2,4,other,18,True,food,0
11.34,EUR,BR,AU,1,8,0.1395,0.0107,2,0,3,not_as_described,12,False,food,0
4.52,CAD,US,IN,1,3,0.0977,0.0148,5,0,1,damaged,21,True,home,0
27.92,GBP,DE,BR,1,8,0.1314,0.007,3,1,2,other,15,True,clothing,0
147.8,AUD,IN,CA,1,4,0.0771,0.034,2,1,3,damaged,16,True,clothing,0
27.33,AUD,CA,NG,1,16,0.1127,0.0044,2,0,3,other,10,True,sports,0
35.38,CAD,NG,AU,1,10,0.174,0.003,1,1,1,not_as_described,16,True,clothing,0
125.57,EUR,GB,CA,1,6,0.0483,0.05,0,0,2,damaged,19,True,food,0
203.2,USD,AU,DE,1,8,0.1818,0.0051,2,2,1,wrong_item,11,True,electronics,0
32.74,EUR,CA,NG,1,10,0.0329,0.0019,2,0,2,damaged,17,True,food,0
89.27,USD,AU,NG,1,7,0.0211,0.0241,2,2,3,changed_mind,14,True,clothing,0
20.66,USD,GB,IN,1,8,0.1867,0.0242,2,0,1,damaged,22,True,electronics,0
67.54,CAD,DE,CN,1,7,0.2263,0.0009,1,2,2,damaged,17,True,clothing,0
645.77,USD,GB,FR,1,10,0.052,0.0057,0,1,1,not_as_described,11,True,beauty,0
49.66,USD,NG,US,1,3,0.0854,0.0285,0,2,0,not_as_described,11,True,home,0
69.44,AUD,CN,DE,1,11,0.011,0.0785,2,1,3,other,20,True,home,0
173.33,AUD,IN,GB,1,9,0.0745,0.0153,2,0,4,not_as_described,10,True,sports,0
73.91,EUR,DE,DE,0,6,0.1462,0.0109,0,2,1,damaged,11,True,home,0
22.73,GBP,DE,GB,1,7,0.0749,0.034,3,1,1,not_as_described,11,True,food,1
10.22,EUR,IN,AU,1,5,0.1111,0.0068,5,0,2,changed_mind,9,True,clothing,0
73.31,EUR,CA,FR,1,14,0.0849,0.0044,2,1,2,wrong_item,6,True,beauty,0
19.44,GBP,US,DE,1,5,0.109,0.0038,2,0,0,other,11,False,electronics,0
66.17,EUR,GB,GB,0,8,0.0543,0.0052,3,1,0,changed_mind,11,True,clothing,0
113.93,EUR,CA,IN,1,6,0.034,0.0005,2,1,2,damaged,17,True,food,0
66.61,AUD,GB,BR,1,6,0.1114,0.0065,0,1,1,not_as_described,11,False,food,0
71.76,GBP,CA,CA,0,11,0.0415,0.0121,4,1,1,other,12,True,beauty,0
5.11,GBP,CA,BR,1,6,0.1023,0.0116,1,2,2,not_as_described,13,True,electronics,0
229.49,AUD,AU,CN,1,7,0.0755,0.001,4,0,2,changed_mind,16,True,electronics,0
72.04,CAD,IN,BR,1,7,0.0462,0.0173,0,2,2,not_as_described,13,True,sports,0
29.5,USD,US,US,0,9,0.0667,0.0009,2,0,0,changed_mind,14,True,food,0
50.71,USD,IN,AU,1,13,0.1571,0.0085,0,0,1,changed_mind,24,True,sports,0
263.55,USD,FR,GB,1,6,0.1078,0.007,2,0,1,other,13,False,food,0
23.93,CAD,IN,FR,1,11,0.0587,0.0198,3,1,1,not_as_described,15,True,sports,0
52.39,AUD,IN,CN,1,6,0.2358,0.027,4,0,4,wrong_item,20,False,food,0
28.57,GBP,IN,IN,0,9,0.0549,0.0008,3,0,0,wrong_item,15,True,beauty,0
11.33,EUR,CA,AU,1,7,0.1432,0.0035,1,1,2,other,12,True,clothing,0
106.97,USD,US,BR,1,9,0.0579,0.0065,3,2,0,not_as_described,6,True,clothing,0
318.48,AUD,DE,IN,1,9,0.05,0.0149,2,0,4,other,12,True,clothing,0
275.72,USD,US,CN,1,9,0.009,0.0089,1,0,3,damaged,15,False,sports,0
97.61,EUR,AU,IN,1,8,0.0129,0.0067,5,3,3,other,15,True,clothing,0
57.59,USD,GB,IN,1,5,0.3086,0.0733,2,0,1,damaged,15,True,electronics,0
79.04,EUR,AU,GB,1,4,0.0323,0.0034,3,1,1,damaged,19,True,sports,0
93.58,CAD,FR,NG,1,7,0.0469,0.0027,3,0,1,other,12,False,electronics,0
126.1,USD,CN,AU,1,3,0.1084,0.0167,1,1,0,damaged,10,True,clothing,0
989.66,AUD,CA,DE,1,6,0.0412,0.0245,1,0,1,wrong_item,13,True,clothing,0
234.01,CAD,US,GB,1,8,0.0764,0.0038,1,0,1,wrong_item,11,False,beauty,0
9.49,EUR,IN,AU,1,7,0.0743,0.0114,1,1,1,not_as_described,8,True,electronics,0
71.16,GBP,FR,NG,1,3,0.1561,0.002,3,0,1,wrong_item,24,True,clothing,0
75.09,EUR,BR,AU,1,8,0.0321,0.0172,0,1,0,wrong_item,11,True,beauty,0
93.97,EUR,CN,DE,1,8,0.0572,0.0258,2,0,1,wrong_item,15,True,home,0
13.31,CAD,NG,NG,0,9,0.1433,0.0025,3,0,0,other,8,True,food,0
175.22,USD,FR,AU,1,9,0.0422,0.0165,1,0,2,other,12,True,beauty,0
11.2,CAD,GB,NG,1,11,0.0352,0.0249,2,0,3,other,13,True,home,0
83.74,EUR,IN,IN,0,7,0.0262,0.0025,1,0,1,damaged,23,True,clothing,0
546.33,GBP,IN,NG,1,4,0.0376,0.0101,1,1,4,changed_mind,13,False,home,0
15.79,EUR,AU,US,1,11,0.1566,0.0259,3,2,0,damaged,9,True,sports,0
46.78,GBP,CA,BR,1,10,0.1285,0.0053,0,0,4,wrong_item,18,True,beauty,0
39.37,GBP,IN,CA,1,10,0.0688,0.0146,1,0,0,wrong_item,19,False,food,0
48.36,EUR,CA,CN,1,5,0.1133,0.0196,2,0,2,changed_mind,9,True,home,0
195.6,EUR,GB,GB,0,10,0.1102,0.0496,1,0,1,changed_mind,14,True,beauty,0
70.83,USD,CA,CN,1,9,0.1567,0.0047,1,1,0,not_as_described,17,False,sports,0
97.01,AUD,AU,AU,0,6,0.0654,0.1138,5,1,0,damaged,14,True,electronics,0
41.79,USD,DE,CN,1,7,0.0096,0.0076,0,0,2,changed_mind,14,True,electronics,0
37.77,USD,FR,DE,1,4,0.1161,0.0081,1,0,1,other,15,True,food,0
172.6,GBP,FR,CA,1,9,0.0255,0.0262,2,3,4,not_as_described,15,True,sports,0
224.77,GBP,BR,CA,1,7,0.1395,0.1052,4,2,3,damaged,11,True,sports,0
34.86,GBP,CA,AU,1,8,0.1388,0.0001,1,1,2,other,14,True,clothing,0
27.97,GBP,CA,FR,1,10,0.1161,0.0406,2,1,1,other,9,True,home,0
56.6,GBP,CA,CN,1,10,0.1962,0.0009,3,0,1,not_as_described,12,True,beauty,0
10.49,CAD,DE,CN,1,5,0.0247,0.0085,3,0,1,damaged,21,False,sports,0
67.62,EUR,AU,BR,1,10,0.0906,0.014,3,0,3,changed_mind,12,True,food,0
743.24,GBP,CA,US,1,12,0.0987,0.0063,0,3,1,other,15,False,food,0
17.61,AUD,FR,NG,1,8,0.0668,0.0234,2,2,1,changed_mind,12,True,clothing,0
51.86,EUR,GB,CN,1,10,0.1127,0.0252,2,1,2,other,14,True,clothing,0
15.52,GBP,GB,US,1,11,0.1376,0.0256,0,0,2,damaged,12,True,food,0
229.32,CAD,AU,DE,1,10,0.0233,0.0222,3,0,1,changed_mind,15,True,beauty,0
198.64,CAD,CA,FR,1,5,0.1036,0.0044,3,1,3,damaged,12,True,electronics,0
35.81,GBP,NG,GB,1,6,0.0413,0.0148,3,1,0,changed_mind,13,False,electronics,0
19.52,GBP,DE,CA,1,9,0.1144,0.0278,2,0,3,not_as_described,22,True,electronics,0
82.91,GBP,CN,NG,1,11,0.0171,0.0257,4,0,2,other,16,True,home,0
107.05,EUR,US,CN,1,12,0.0163,0.0003,3,1,4,changed_mind,19,True,home,0
20.34,GBP,FR,DE,1,10,0.1973,0.0208,1,1,1,wrong_item,16,True,beauty,0
29.59,USD,FR,FR,0,7,0.0955,0.0173,6,0,0,wrong_item,12,True,beauty,0
22.14,USD,AU,NG,1,7,0.0697,0.0009,0,2,3,not_as_described,12,True,clothing,0
17.82,GBP,CN,IN,1,10,0.0315,0.002,0,0,0,damaged,15,False,clothing,0
28.74,USD,US,BR,1,10,0.0462,0.005,2,2,1,not_as_described,13,True,food,0
7.13,USD,CN,GB,1,10,0.0963,0.0256,2,0,3,changed_mind,16,True,sports,0
26.25,GBP,GB,BR,1,9,0.0569,0.0022,5,4,3,not_as_described,17,True,clothing,0
10.3,GBP,CN,DE,1,7,0.0655,0.0128,1,2,0,not_as_described,22,True,electronics,0
17.93,CAD,GB,DE,1,9,0.0586,0.0077,0,2,3,damaged,15,False,food,0
78.44,USD,FR,CN,1,10,0.0388,0.0004,4,3,2,wrong_item,8,True,clothing,0
29.24,CAD,US,IN,1,7,0.1555,0.0468,3,0,1,not_as_described,12,True,clothing,0
45.98,AUD,GB,CN,1,4,0.0171,0.0338,0,0,0,other,15,True,home,0
64.42,CAD,BR,IN,1,9,0.0799,0.0013,2,0,2,wrong_item,13,True,clothing,0
94.04,AUD,FR,DE,1,13,0.0447,0.0016,1,1,0,changed_mind,10,True,home,0
13.55,EUR,GB,IN,1,5,0.0751,0.0038,1,0,1,not_as_described,15,True,clothing,0
22.04,AUD,FR,US,1,6,0.0271,0.0336,2,0,2,not_as_described,11,True,home,0
16.28,EUR,US,NG,1,9,0.0236,0.0064,2,2,1,not_as_described,15,True,sports,1
