order_amount,currency,billing_country,shipping_country,country_mismatch,customer_total_orders,customer_refund_rate,customer_dispute_rate,device_reuse_count,ip_reuse_count,order_velocity_24h,is_fraud
79.29,USD,AU,AU,0,9,0.0659,0.0116,1,1,1,0
79.89,EUR,CN,CA,1,7,0.0971,0.0118,2,1,1,0
604.93,EUR,CA,CN,1,10,0.126,0.0047,3,2,0,0
285.05,GBP,CN,US,1,8,0.0633,0.0139,5,0,4,0
292.54,AUD,GB,AU,1,5,0.1771,0.0197,0,0,3,0
24.59,AUD,CA,GB,1,13,0.0061,0.0323,3,1,1,0
488.91,GBP,DE,BR,1,9,0.1378,0.0663,1,2,2,0
50.29,USD,US,DE,1,11,0.0424,0.0026,2,2,0,0
43.49,EUR,NG,CA,1,8,0.0199,0.0456,0,0,2,0
6.3,USD,NG,US,1,9,0.1591,0.0002,2,3,0,0
75.66,USD,DE,BR,1,10,0.1671,0.0215,4,0,2,0
18.48,EUR,NG,DE,1,9,0.0445,0.0021,0,0,2,0
82.13,USD,BR,CA,1,7,0.1236,0.0296,0,3,3,0
17.09,GBP,NG,NG,0,6,0.102,0.0325,2,1,0,0
329.54,EUR,NG,US,1,11,0.0705,0.0304,7,0,1,0
94.78,CAD,AU,FR,1,4,0.0952,0.0007,3,1,1,0
533.72,GBP,GB,GB,0,5,0.1165,0.0018,3,2,1,0
19.63,AUD,CN,GB,1,6,0.0832,0.0316,6,5,1,0
257.03,GBP,IN,US,1,5,0.1007,0.0208,6,0,3,0
9.0,USD,CN,GB,1,8,0.0078,0.0258,8,1,1,0
67.23,AUD,CN,CN,0,5,0.161,0.0443,2,0,3,0
29.03,EUR,GB,FR,1,3,0.0596,0.0204,2,0,2,0
34.88,CAD,FR,CN,1,10,0.1241,0.0109,4,0,2,0
32.57,CAD,GB,CA,1,6,0.1503,0.0022,0,2,0,0
21.87,AUD,US,BR,1,9,0.1394,0.0144,0,0,1,0
15.49,CAD,CN,US,1,8,0.0789,0.0024,1,2,2,0
35.08,GBP,CN,GB,1,14,0.0575,0.0107,1,1,3,1
61.32,EUR,CN,US,1,11,0.1071,0.0009,1,1,1,0
174.81,GBP,NG,NG,0,12,0.178,0.0011,4,1,2,0
73.36,CAD,IN,IN,0,10,0.1537,0.0029,3,2,1,0
175.31,GBP,AU,BR,1,11,0.0438,0.0287,1,3,3,0
12.45,USD,CN,CN,0,4,0.1058,0.0305,1,0,2,0
35.41,EUR,AU,DE,1,12,0.1309,0.0886,4,1,1,0
111.16,AUD,IN,BR,1,7,0.0664,0.019,0,2,2,0
76.95,EUR,CA,AU,1,2,0.1104,0.0204,3,0,3,0
23.08,GBP,BR,AU,1,9,0.118,0.048,5,2,0,0
138.94,AUD,NG,IN,1,3,0.074,0.008,1,2,1,0
32.1,EUR,IN,FR,1,8,0.1361,0.0056,3,1,0,0
25.09,CAD,FR,US,1,9,0.102,0.0455,4,3,1,0
88.85,CAD,GB,US,1,8,0.0398,0.015,2,1,2,0
54.94,EUR,US,AU,1,3,0.1933,0.0177,1,2,1,0
32.37,AUD,IN,AU,1,10,0.0983,0.0185,0,2,2,0
31.28,GBP,IN,BR,1,6,0.039,0.0199,0,2,0,0
18.73,EUR,BR,AU,1,13,0.0734,0.0074,2,0,0,0
36.75,EUR,CN,GB,1,7,0.1229,0.0484,0,1,0,0
164.02,EUR,FR,DE,1,1,0.1265,0.0087,1,0,1,0
69.72,GBP,NG,FR,1,7,0.0958,0.0671,3,1,1,0
142.39,EUR,BR,CN,1,2,0.0923,0.0073,3,1,0,0
91.48,EUR,CA,AU,1,8,0.1507,0.0099,3,1,0,0
29.6,CAD,NG,IN,1,10,0.1874,0.0135,1,4,2,0
10.49,AUD,US,BR,1,8,0.1462,0.008,2,2,2,0
21.61,CAD,AU,DE,1,13,0.1213,0.0142,1,3,1,0
27.9,GBP,CN,CN,0,7,0.0749,0.0364,3,1,0,0
25.83,CAD,IN,IN,0,8,0.1234,0.002,3,2,2,0
145.62,GBP,CN,NG,1,10,0.0343,0.0152,2,1,0,0
144.11,EUR,US,BR,1,6,0.1684,0.0043,1,0,2,0
498.64,CAD,AU,IN,1,7,0.0784,0.0087,2,1,5,0
25.44,USD,BR,US,1,8,0.0375,0.0091,4,0,2,0
269.74,AUD,IN,AU,1,9,0.1125,0.0223,1,1,4,0
268.08,GBP,NG,GB,1,6,0.1083,0.0048,1,0,3,0
43.28,AUD,FR,IN,1,7,0.0335,0.0162,2,4,1,0
87.67,USD,IN,BR,1,7,0.0164,0.0455,6,1,1,0
188.81,GBP,FR,AU,1,8,0.1253,0.0439,1,1,2,0
51.47,GBP,NG,DE,1,14,0.0468,0.0227,0,3,2,0
47.64,EUR,GB,US,1,6,0.1243,0.0263,2,2,2,0
29.16,GBP,CA,IN,1,3,0.1346,0.0193,1,1,0,0
5.15,CAD,US,IN,1,7,0.0313,0.0053,2,1,2,0
58.58,AUD,BR,FR,1,7,0.0305,0.0157,4,1,0,0
26.85,AUD,CA,BR,1,5,0.1812,0.0025,7,0,3,0
18.63,EUR,DE,BR,1,14,0.0339,0.0576,5,0,2,0
83.28,AUD,NG,AU,1,8,0.0271,0.0278,0,0,2,0
12.79,GBP,DE,US,1,6,0.0572,0.0387,1,1,0,0
122.25,GBP,GB,NG,1,12,0.0398,0.009,3,0,0,0
88.55,USD,US,FR,1,8,0.09,0.0039,2,2,1,0
36.59,CAD,CA,IN,1,7,0.1211,0.099,0,0,3,0
51.25,AUD,CN,CN,0,5,0.0842,0.0122,1,1,2,0
16.61,EUR,AU,DE,1,9,0.0469,0.0413,0,0,0,0
115.62,AUD,CN,IN,1,7,0.1222,0.031,3,0,2,0
65.85,USD,CA,US,1,5,0.1049,0.0356,3,0,0,0
70.94,AUD,DE,NG,1,8,0.0409,0.0024,0,0,0,0
90.19,EUR,GB,US,1,10,0.0813,0.0087,1,0,0,1
28.72,GBP,DE,AU,1,10,0.2056,0.002,1,1,2,0
11.95,USD,AU,DE,1,7,0.0529,0.0037,1,1,0,0
142.21,AUD,NG,US,1,11,0.2798,0.0143,7,1,1,1
108.71,GBP,DE,FR,1,10,0.0077,0.0998,1,1,3,0
31.96,AUD,BR,CN,1,9,0.1126,0.02,2,1,2,0
82.2,EUR,IN,GB,1,14,0.0719,0.0126,3,0,3,0
192.09,USD,CA,CA,0,6,0.0179,0.0097,2,4,0,0
170.49,CAD,CN,GB,1,9,0.1638,0.0332,0,1,4,0
31.05,USD,FR,GB,1,7,0.0478,0.0278,2,0,1,0
12.32,CAD,GB,CA,1,7,0.0477,0.0563,1,1,1,0
14.63,USD,CN,AU,1,12,0.1476,0.058,2,1,2,0
39.98,USD,CN,BR,1,7,0.1754,0.0015,0,0,1,0
235.64,CAD,US,IN,1,12,0.1219,0.009,0,2,0,0
26.35,CAD,CN,BR,1,5,0.1705,0.0322,1,2,1,0
30.07,USD,CN,BR,1,6,0.0989,0.0134,1,0,3,0
29.46,USD,NG,DE,1,12,0.0588,0.024,2,1,4,0
32.08,AUD,CA,CN,1,6,0.0167,0.01,4,0,0,0
53.99,USD,IN,GB,1,10,0.0412,0.0191,1,3,2,0
15.18,EUR,AU,IN,1,10,0.0069,0.0023,0,0,3,0
161.48,AUD,IN,GB,1,5,0.1886,0.0318,5,0,2,0
47.24,GBP,IN,BR,1,8,0.1644,0.0438,1,2,1,0
651.41,USD,IN,US,1,6,0.0374,0.0165,3,0,1,0
16.89,AUD,AU,CA,1,17,0.0766,0.0095,0,1,0,0
267.7,EUR,IN,DE,1,13,0.0137,0.0192,2,2,1,0
219.5,CAD,AU,IN,1,13,0.0532,0.0217,2,0,0,0
36.17,CAD,US,US,0,11,0.0288,0.0284,2,1,0,0
36.78,EUR,US,CA,1,3,0.0701,0.01,0,1,0,0
21.73,EUR,CN,DE,1,9,0.1325,0.0332,3,1,3,0
21.98,GBP,CN,BR,1,13,0.0527,0.0025,1,2,1,1
54.57,EUR,AU,CN,1,6,0.0881,0.0052,2,0,1,0
55.74,USD,GB,IN,1,2,0.0669,0.0165,2,2,0,0
11.0,CAD,BR,AU,1,7,0.0384,0.029,1,2,1,0
541.05,CAD,GB,DE,1,8,0.0907,0.0148,0,2,1,0
42.12,CAD,DE,NG,1,9,0.0486,0.0187,1,1,3,0
58.3,CAD,DE,GB,1,10,0.1103,0.0467,2,1,2,0
29.19,GBP,US,GB,1,8,0.039,0.0093,1,3,1,0
41.8,AUD,NG,CA,1,8,0.054,0.0323,0,1,0,0
38.17,AUD,AU,CA,1,7,0.0558,0.0278,3,1,1,0
54.44,AUD,DE,FR,1,5,0.0271,0.0266,3,1,0,0
53.81,USD,AU,CN,1,8,0.2613,0.0072,2,1,0,0
122.1,USD,US,IN,1,7,0.1304,0.0407,3,1,0,0
68.53,GBP,FR,DE,1,4,0.0571,0.0085,3,2,0,0
110.42,CAD,AU,CA,1,9,0.068,0.0029,1,0,6,0
54.07,EUR,DE,IN,1,8,0.0713,0.0481,1,1,1,0
68.8,USD,NG,CA,1,8,0.0563,0.008,3,0,1,0
42.89,USD,CA,CN,1,11,0.0502,0.009,2,1,1,0
148.88,GBP,GB,FR,1,11,0.0671,0.0048,2,2,0,0
75.39,AUD,AU,AU,0,11,0.0687,0.0133,2,2,0,0
46.62,GBP,NG,CN,1,8,0.1155,0.0032,4,1,1,0
45.24,CAD,DE,DE,0,11,0.1167,0.0582,3,1,4,0
48.95,USD,US,FR,1,8,0.0434,0.006,1,0,0,0
56.29,EUR,CN,AU,1,6,0.2255,0.0041,3,0,3,0
51.61,CAD,FR,CA,1,6,0.219,0.0149,2,1,0,0
31.22,GBP,GB,US,1,9,0.0335,0.0128,0,3,2,0
117.32,USD,IN,CA,1,9,0.1466,0.07,0,0,3,0
124.97,EUR,DE,GB,1,8,0.1048,0.0052,5,1,0,0
325.01,CAD,CN,IN,1,8,0.0891,0.0039,1,0,2,0
29.86,CAD,CA,US,1,12,0.0803,0.0278,1,3,2,0
106.32,AUD,AU,DE,1,8,0.1587,0.0036,2,1,2,0
8.09,EUR,AU,NG,1,7,0.0674,0.0326,0,0,1,0
125.09,AUD,CA,AU,1,8,0.3427,0.01,1,0,0,0
12.72,AUD,FR,IN,1,5,0.1446,0.0184,1,1,1,0
20.4,EUR,GB,IN,1,7,0.0438,0.0163,4,0,1,0
76.11,EUR,IN,CA,1,14,0.2247,0.0255,2,1,0,0
29.33,AUD,BR,IN,1,10,0.2306,0.0145,1,1,1,0
25.58,EUR,CN,CA,1,7,0.0394,0.0126,2,0,2,0
33.62,GBP,DE,IN,1,13,0.0574,0.0015,3,0,1,0
113.25,AUD,CA,IN,1,7,0.208,0.0292,3,0,2,0
21.48,EUR,AU,NG,1,8,0.0268,0.0166,4,1,1,0
51.72,AUD,IN,CN,1,11,0.0513,0.003,1,4,1,0
37.39,USD,CN,US,1,12,0.0826,0.0215,3,1,2,0
123.95,EUR,US,CA,1,9,0.1669,0.0081,3,0,0,0
127.48,EUR,CA,AU,1,11,0.0917,0.0034,2,0,2,0
8.71,GBP,CA,DE,1,6,0.0991,0.0236,0,0,1,0
155.26,EUR,CA,IN,1,5,0.1096,0.0105,0,1,2,0
29.64,AUD,FR,NG,1,6,0.1498,0.0025,1,1,2,0
69.15,CAD,NG,CA,1,15,0.086,0.0124,0,1,2,0
21.35,CAD,US,NG,1,5,0.0582,0.0849,2,2,2,0
79.13,CAD,NG,NG,0,7,0.0705,0.0049,2,1,4,0
700.19,CAD,IN,CN,1,12,0.1252,0.0022,5,1,1,0
62.0,CAD,IN,US,1,6,0.0445,0.0339,4,0,1,0
34.47,CAD,IN,CA,1,7,0.0723,0.0233,1,0,2,0
43.29,CAD,GB,GB,0,9,0.028,0.0516,0,0,1,0
12.57,AUD,BR,GB,1,9,0.0772,0.0388,2,1,0,0
232.52,USD,CA,US,1,11,0.1452,0.0348,4,2,1,0
74.66,GBP,AU,FR,1,10,0.0891,0.0162,2,1,2,0
19.13,USD,IN,US,1,8,0.0089,0.0452,5,2,4,0
19.76,USD,IN,CA,1,14,0.0094,0.025,4,1,2,0
55.44,AUD,DE,CN,1,4,0.056,0.0019,2,1,1,0
138.66,GBP,DE,NG,1,11,0.0222,0.0011,2,2,0,0
17.27,CAD,FR,CN,1,11,0.1936,0.0001,2,0,3,0
166.24,CAD,US,US,0,10,0.0398,0.0317,3,0,2,0
49.82,USD,BR,IN,1,6,0.047,0.0122,1,0,2,0
21.54,GBP,US,IN,1,7,0.0942,0.0411,3,1,1,0
34.2,USD,FR,GB,1,10,0.1776,0.0348,1,1,5,0
313.74,EUR,IN,CN,1,5,0.0197,0.0062,2,0,1,0
13.62,USD,US,FR,1,12,0.0598,0.017,0,0,1,0
26.26,CAD,CN,CN,0,8,0.0239,0.0063,3,0,2,0
141.54,USD,DE,GB,1,7,0.0616,0.0051,3,0,4,0
67.79,GBP,US,IN,1,7,0.0397,0.0511,3,1,1,0
24.75,EUR,IN,GB,1,6,0.1063,0.0173,4,1,5,0
143.28,AUD,AU,CN,1,6,0.0572,0.0032,2,3,1,0
150.25,CAD,IN,IN,0,3,0.1533,0.0512,2,0,3,0
76.05,EUR,BR,US,1,8,0.0667,0.0015,0,1,3,0
29.59,EUR,FR,CA,1,9,0.0717,0.0002,1,0,1,0
34.53,CAD,NG,DE,1,2,0.0549,0.0131,0,0,1,0
72.58,CAD,DE,US,1,6,0.2182,0.0087,2,0,0,0
14.7,GBP,AU,US,1,6,0.2922,0.0502,1,1,0,0
205.98,USD,GB,CN,1,6,0.037,0.0047,6,1,2,1
298.93,USD,IN,CN,1,7,0.1382,0.019,2,0,1,0
43.12,CAD,CA,AU,1,13,0.0839,0.0184,1,0,1,0
77.95,GBP,IN,CN,1,8,0.0724,0.0042,1,1,0,0
178.72,AUD,NG,IN,1,6,0.1758,0.0036,4,1,2,0
385.89,USD,NG,US,1,6,0.0457,0.0172,2,3,1,0
259.04,USD,CN,BR,1,8,0.1366,0.0214,0,0,0,0
9.63,CAD,GB,US,1,7,0.0731,0.0108,1,1,4,0
39.82,AUD,GB,NG,1,8,0.0355,0.0145,4,0,1,0
90.08,CAD,CN,DE,1,7,0.0349,0.0433,0,0,0,0
33.31,USD,DE,GB,1,6,0.0591,0.0175,1,1,2,0
324.66,USD,US,CA,1,11,0.0253,0.0304,1,3,3,0
278.49,AUD,CA,IN,1,10,0.0779,0.0086,0,2,1,0
24.14,GBP,NG,NG,0,4,0.1472,0.0046,1,2,3,0
46.41,GBP,DE,AU,1,7,0.1415,0.0121,3,2,2,0
25.8,AUD,US,GB,1,9,0.1256,0.0127,0,1,3,0
44.92,EUR,BR,CN,1,6,0.0374,0.0035,0,1,1,1
43.58,EUR,GB,BR,1,11,0.0488,0.0578,3,1,2,0
141.78,CAD,DE,FR,1,7,0.0451,0.0035,1,2,0,0
22.46,AUD,US,AU,1,8,0.0487,0.0535,0,1,1,0
3.99,EUR,IN,CN,1,5,0.0289,0.0005,2,0,0,1
10.97,USD,FR,DE,1,11,0.1279,0.0073,2,2,2,0
19.53,USD,NG,US,1,10,0.0815,0.0769,1,0,0,0
28.34,USD,DE,GB,1,8,0.0221,0.0436,2,1,1,0
65.84,EUR,CA,IN,1,7,0.0482,0.0078,0,1,0,0
18.55,GBP,GB,CN,1,12,0.1029,0.0511,3,2,1,0
16.26,GBP,CA,BR,1,12,0.0673,0.0005,5,2,1,0
21.55,EUR,FR,IN,1,5,0.0345,0.0423,0,1,1,0
17.89,CAD,US,DE,1,7,0.0397,0.016,0,0,1,0
31.36,AUD,FR,FR,0,7,0.1796,0.0152,0,1,0,0
30.05,EUR,NG,US,1,4,0.1017,0.0043,5,0,0,0
108.75,CAD,BR,DE,1,6,0.0841,0.0025,2,0,1,0
20.3,GBP,IN,IN,0,9,0.0941,0.0242,2,0,0,0
38.18,CAD,NG,CN,1,6,0.094,0.0,1,1,3,0
31.66,USD,BR,CN,1,11,0.1223,0.0185,0,2,3,0
122.59,CAD,IN,NG,1,8,0.1146,0.0255,2,0,0,0
46.79,CAD,NG,US,1,5,0.1241,0.0136,2,1,0,0
156.13,CAD,GB,NG,1,9,0.2674,0.0001,3,1,2,0
17.25,AUD,NG,CA,1,6,0.0464,0.001,3,0,2,0
51.97,CAD,CA,IN,1,6,0.0487,0.0233,2,2,0,0
30.7,AUD,BR,CN,1,5,0.0773,0.0434,1,1,2,0
16.02,CAD,CN,NG,1,5,0.0927,0.0191,0,0,3,0
51.03,GBP,FR,IN,1,10,0.1157,0.0034,0,2,4,0
308.87,AUD,US,CA,1,10,0.0411,0.051,0,1,1,1
23.27,CAD,DE,AU,1,8,0.0565,0.0037,1,3,1,0
48.06,GBP,FR,BR,1,4,0.0211,0.013,0,0,2,0
14.7,GBP,CN,AU,1,5,0.0584,0.0179,2,1,1,0
12.69,EUR,CN,FR,1,9,0.0185,0.0138,3,0,3,0
24.85,CAD,AU,FR,1,20,0.1545,0.0187,1,0,1,0
34.81,GBP,CN,AU,1,16,0.0267,0.0005,1,2,2,0
36.39,USD,FR,US,1,7,0.046,0.0032,0,1,3,0
43.55,GBP,FR,CN,1,5,0.2029,0.0015,3,0,3,0
10.5,AUD,NG,GB,1,12,0.0451,0.0229,1,0,2,0
29.2,EUR,IN,CN,1,14,0.0079,0.0274,2,0,2,0
90.18,CAD,AU,US,1,13,0.0016,0.0253,3,2,1,0
14.04,GBP,FR,AU,1,5,0.1991,0.0152,1,2,2,0
38.28,EUR,BR,FR,1,7,0.0451,0.0036,3,0,0,0
73.17,EUR,BR,AU,1,10,0.2041,0.0095,1,2,2,0
24.97,AUD,FR,FR,0,12,0.1389,0.0063,0,1,0,0
76.82,USD,US,NG,1,10,0.0817,0.0076,1,0,1,0
11.93,CAD,GB,US,1,9,0.1281,0.0272,2,1,3,0
132.75,AUD,GB,CN,1,10,0.1314,0.0015,3,2,2,0
78.71,USD,FR,IN,1,3,0.1873,0.003,2,1,1,0
57.72,CAD,IN,BR,1,5,0.3096,0.0018,1,2,2,0
168.14,CAD,NG,GB,1,13,0.1181,0.0067,1,2,1,0
39.28,EUR,CA,US,1,7,0.0666,0.0247,4,2,2,0
29.43,USD,BR,DE,1,7,0.2176,0.02,3,0,0,0
215.41,AUD,IN,DE,1,6,0.0749,0.016,2,0,3,0
344.04,USD,US,BR,1,8,0.0793,0.0048,2,1,1,0
27.29,AUD,DE,NG,1,8,0.0497,0.0045,4,0,0,0
48.73,CAD,DE,FR,1,15,0.0724,0.0114,1,0,1,0
155.25,AUD,NG,BR,1,7,0.098,0.0207,0,2,1,0
50.49,EUR,CN,US,1,7,0.1883,0.0051,2,0,2,0
98.95,USD,NG,BR,1,11,0.0838,0.0075,0,0,4,0
119.15,CAD,AU,US,1,9,0.0513,0.0219,3,1,4,0
31.12,EUR,FR,IN,1,5,0.0574,0.0228,3,0,1,0
83.04,GBP,DE,DE,0,6,0.2866,0.0197,4,3,0,0
54.26,GBP,BR,FR,1,7,0.0768,0.0032,0,1,1,0
16.17,EUR,US,CA,1,12,0.2355,0.0018,3,1,4,0
20.29,CAD,CA,FR,1,11,0.0571,0.0098,1,0,3,0
28.43,GBP,GB,NG,1,9,0.0966,0.0062,1,0,1,0
138.17,CAD,FR,NG,1,4,0.0806,0.0255,2,1,0,0
142.79,CAD,CA,DE,1,9,0.0463,0.0731,7,0,6,0
115.57,CAD,GB,CA,1,6,0.0687,0.0133,3,0,1,0
84.78,EUR,DE,AU,1,5,0.0948,0.0036,1,1,1,0
82.5,CAD,NG,IN,1,8,0.187,0.0094,1,1,1,0
72.06,EUR,AU,GB,1,6,0.0344,0.0054,1,0,3,0
82.07,AUD,NG,BR,1,17,0.195,0.0053,2,1,1,0
87.83,AUD,CN,CN,0,4,0.0851,0.0083,2,1,1,0
13.4,GBP,CN,NG,1,6,0.1728,0.018,4,0,0,1
24.77,USD,DE,AU,1,6,0.0819,0.0403,0,1,0,0
19.51,AUD,NG,DE,1,4,0.1067,0.0146,2,1,3,0
165.2,GBP,CN,DE,1,6,0.0193,0.0104,1,0,0,0
285.46,AUD,CN,BR,1,9,0.0326,0.0045,2,1,2,0
6.24,USD,DE,FR,1,13,0.007,0.012,1,1,3,1
261.08,EUR,CA,GB,1,5,0.1068,0.0347,2,2,2,0
59.54,EUR,AU,IN,1,7,0.1174,0.0001,3,1,0,0
150.31,AUD,CN,GB,1,7,0.095,0.0054,2,0,2,0
90.6,GBP,CN,CN,0,5,0.0954,0.0053,4,1,2,0
230.53,USD,AU,FR,1,6,0.1774,0.0354,2,1,2,0
67.34,CAD,GB,DE,1,8,0.0115,0.0007,2,0,0,1
13.96,USD,FR,US,1,9,0.0827,0.0101,1,1,0,0
49.12,GBP,BR,GB,1,12,0.0325,0.009,5,2,3,0
91.44,AUD,AU,CN,1,8,0.0599,0.0108,4,3,1,0
43.99,GBP,DE,AU,1,12,0.0398,0.0227,2,2,1,0
105.4,GBP,DE,CN,1,5,0.1038,0.0345,2,0,1,0
51.13,USD,US,CN,1,10,0.0312,0.0186,3,1,1,0
30.1,GBP,CA,US,1,8,0.1096,0.0025,2,4,2,0
18.43,AUD,IN,DE,1,7,0.0488,0.0459,3,2,3,0
36.9,AUD,CA,NG,1,7,0.092,0.0173,3,0,2,0
66.99,AUD,CN,FR,1,10,0.0704,0.0075,5,1,1,0
7.7,EUR,US,AU,1,2,0.0455,0.004,2,0,1,0
25.03,USD,AU,AU,0,8,0.0332,0.0024,0,2,0,0
7.41,EUR,FR,BR,1,7,0.0242,0.0062,1,2,1,0
29.46,EUR,NG,CN,1,7,0.0485,0.0233,2,0,0,0
180.79,USD,NG,NG,0,6,0.1552,0.0284,1,0,2,0
16.67,CAD,AU,IN,1,8,0.105,0.0772,2,0,3,0
110.3,GBP,IN,AU,1,7,0.038,0.0446,4,0,2,0
942.77,CAD,IN,DE,1,5,0.1095,0.0179,4,0,0,0
233.58,USD,AU,GB,1,12,0.0348,0.0223,3,1,1,0
62.4,CAD,GB,BR,1,9,0.1055,0.0075,2,2,1,0
128.82,USD,FR,US,1,9,0.1552,0.017,3,0,1,0
13.88,CAD,CA,IN,1,9,0.0292,0.0269,2,0,3,0
11.32,AUD,FR,FR,0,14,0.0485,0.0053,4,0,1,0
56.19,EUR,IN,BR,1,8,0.1551,0.0098,2,1,4,0
81.34,EUR,CA,CN,1,6,0.0415,0.0671,3,1,1,0
163.11,GBP,CA,AU,1,9,0.0363,0.0151,2,0,0,0
30.91,GBP,NG,AU,1,7,0.0558,0.0106,0,1,4,0
66.25,GBP,DE,FR,1,7,0.0781,0.0241,2,1,3,0
64.01,USD,GB,DE,1,11,0.0222,0.0252,2,3,0,0
47.88,EUR,BR,US,1,5,0.0608,0.0437,3,2,2,0
50.78,GBP,BR,US,1,6,0.0095,0.0065,1,2,2,0
23.23,CAD,NG,BR,1,10,0.1274,0.0032,4,0,0,0
72.22,CAD,BR,CN,1,9,0.0195,0.0386,1,2,1,0
66.36,CAD,CN,US,1,6,0.027,0.0017,3,0,1,0
35.16,GBP,AU,DE,1,10,0.0873,0.0012,4,2,0,0
106.25,GBP,CA,IN,1,1,0.078,0.0512,3,2,2,0
152.6,EUR,NG,BR,1,12,0.133,0.0288,0,4,1,0
107.49,EUR,CA,BR,1,5,0.0428,0.0066,3,3,1,0
19.25,EUR,CA,IN,1,8,0.0803,0.0343,0,0,1,0
60.32,GBP,NG,US,1,14,0.1864,0.0122,1,0,4,0
21.95,USD,NG,CA,1,7,0.0441,0.0415,0,0,0,0
60.13,EUR,DE,FR,1,9,0.0256,0.0011,1,0,3,0
22.03,USD,BR,US,1,11,0.1376,0.0688,2,3,2,0
195.81,GBP,CN,DE,1,7,0.0968,0.0333,3,0,2,0
119.5,GBP,BR,DE,1,6,0.0511,0.0244,3,0,1,0
172.95,USD,US,CN,1,5,0.0519,0.0122,1,2,0,0
156.29,USD,IN,DE,1,5,0.1202,0.0409,1,1,3,0
41.65,GBP,GB,CN,1,3,0.0507,0.0345,1,0,2,0
35.67,EUR,NG,BR,1,12,0.0833,0.0069,0,2,4,0
311.6,AUD,US,IN,1,6,0.0811,0.0085,2,1,0,0
46.29,USD,CN,NG,1,5,0.1301,0.0695,7,0,0,0
14.09,GBP,GB,NG,1,9,0.1664,0.0158,0,1,1,0
149.53,AUD,FR,CA,1,9,0.2511,0.0009,0,1,4,0
63.04,USD,CA,FR,1,4,0.0636,0.0162,2,0,3,0
246.15,GBP,NG,AU,1,13,0.0488,0.0036,4,2,3,0
69.61,GBP,DE,CN,1,9,0.1543,0.0132,4,1,1,0
53.52,GBP,BR,US,1,13,0.1694,0.0497,4,1,2,0
251.17,AUD,US,FR,1,10,0.1461,0.0505,4,1,1,0
11.72,GBP,FR,CA,1,9,0.0549,0.0377,2,0,1,0
30.41,EUR,CN,CA,1,15,0.012,0.0674,0,2,0,0
22.48,EUR,CN,BR,1,13,0.1265,0.0009,3,1,2,0
6.08,CAD,CA,CA,0,13,0.1025,0.03,4,1,1,0
130.74,EUR,DE,BR,1,13,0.0978,0.0408,2,0,0,0
31.27,CAD,FR,CN,1,13,0.0376,0.0321,4,0,0,0
135.01,EUR,AU,BR,1,3,0.1288,0.0605,2,0,0,0
80.57,USD,AU,GB,1,9,0.0623,0.0217,1,0,0,0
100.2,GBP,GB,GB,0,10,0.0358,0.0077,0,1,0,0
34.63,EUR,BR,FR,1,6,0.0494,0.0076,1,2,1,0
25.43,EUR,CA,AU,1,6,0.1616,0.0133,3,1,1,0
59.73,EUR,DE,BR,1,3,0.1044,0.0155,2,1,1,0
136.89,USD,NG,FR,1,8,0.0091,0.0145,5,1,1,0
51.92,EUR,IN,GB,1,6,0.1802,0.0071,2,0,0,0
27.06,AUD,DE,CN,1,11,0.1783,0.0483,1,0,2,0
16.46,EUR,CN,CN,0,7,0.0372,0.0122,1,0,1,0
66.96,CAD,DE,IN,1,7,0.1351,0.0006,4,1,1,0
31.37,GBP,AU,IN,1,7,0.0336,0.0006,0,1,1,0
50.82,USD,CA,CN,1,12,0.0878,0.0032,2,0,4,0
43.0,AUD,GB,FR,1,6,0.1249,0.0079,0,1,0,0
35.01,AUD,FR,GB,1,5,0.0212,0.0239,2,0,1,0
73.24,EUR,AU,IN,1,10,0.2382,0.0056,2,0,2,0
95.06,USD,NG,FR,1,6,0.0853,0.0073,3,1,1,0
389.66,AUD,DE,BR,1,6,0.1035,0.0038,2,1,1,0
116.51,USD,NG,BR,1,7,0.0886,0.0063,1,1,2,0
268.72,AUD,IN,FR,1,5,0.1897,0.0041,4,0,1,0
24.08,USD,US,DE,1,6,0.0998,0.0255,1,3,4,0
11.01,AUD,BR,FR,1,11,0.1746,0.0116,2,0,0,0
53.82,AUD,AU,IN,1,7,0.1542,0.0049,1,2,5,0
128.77,EUR,DE,IN,1,7,0.0672,0.0036,3,0,1,0
110.07,EUR,FR,AU,1,8,0.0523,0.0172,2,1,2,0
183.35,USD,DE,AU,1,9,0.0972,0.0271,4,1,0,0
4.32,CAD,IN,CN,1,14,0.0384,0.0227,3,3,0,0
191.13,EUR,AU,CA,1,10,0.0862,0.0381,1,1,3,0
76.36,CAD,FR,GB,1,7,0.0705,0.0,2,1,1,0
11.66,CAD,CA,BR,1,11,0.0361,0.0164,3,1,2,0
112.56,GBP,DE,CN,1,5,0.05,0.0175,3,1,1,0
64.68,EUR,FR,IN,1,4,0.0994,0.0004,1,3,2,0
79.94,EUR,FR,FR,0,9,0.0134,0.0033,1,1,4,0
148.28,GBP,DE,DE,0,12,0.2521,0.0438,0,3,2,0
83.95,USD,AU,FR,1,7,0.032,0.0025,1,1,2,0
12.52,GBP,CA,US,1,7,0.2531,0.0028,2,1,2,0
47.32,CAD,AU,AU,0,6,0.1676,0.046,3,1,3,0
10.83,GBP,GB,CA,1,8,0.0968,0.0001,0,0,1,0
104.49,EUR,FR,CA,1,9,0.0452,0.001,2,1,0,0
