order_amount,currency,billing_country,shipping_country,country_mismatch,customer_total_orders,customer_refund_rate,customer_dispute_rate,device_reuse_count,ip_reuse_count,order_velocity_24h,is_returned
122.12,GBP,CN,FR,1,6,0.0595,0.0683,4,1,1,0
20.08,AUD,CA,DE,1,5,0.0637,0.0036,2,0,3,0
19.52,USD,CN,AU,1,7,0.1408,0.0015,3,1,1,0
15.2,EUR,DE,BR,1,10,0.0931,0.043,2,0,0,0
18.13,CAD,BR,IN,1,8,0.0476,0.0036,1,0,1,0
27.96,GBP,NG,CA,1,8,0.0335,0.0082,1,2,0,0
162.36,CAD,CN,NG,1,11,0.0814,0.0169,4,1,1,0
79.94,GBP,GB,NG,1,5,0.0565,0.013,0,0,3,0
35.27,GBP,US,GB,1,7,0.0814,0.0095,2,1,0,0
12.44,GBP,US,CA,1,8,0.005,0.0133,2,2,2,0
23.01,GBP,GB,GB,0,6,0.1084,0.0041,3,1,2,0
86.67,EUR,NG,NG,0,11,0.0702,0.0403,0,0,1,0
51.89,USD,AU,CN,1,8,0.099,0.021,1,1,3,0
34.13,GBP,BR,IN,1,11,0.1644,0.0027,3,2,2,0
36.86,EUR,FR,DE,1,5,0.0714,0.0034,1,0,1,0
83.82,CAD,US,DE,1,8,0.0625,0.0005,0,2,1,0
41.08,GBP,CN,GB,1,13,0.0634,0.0718,2,1,1,0
120.98,EUR,GB,US,1,10,0.0177,0.024,2,1,2,0
23.14,AUD,NG,CN,1,3,0.0142,0.0119,2,0,1,0
32.31,CAD,US,AU,1,12,0.1166,0.0182,1,0,0,0
264.84,USD,CA,US,1,12,0.1615,0.0002,2,0,3,0
158.88,AUD,IN,FR,1,9,0.038,0.022,3,1,1,0
26.65,GBP,GB,AU,1,8,0.1195,0.0182,2,0,2,0
30.34,USD,DE,AU,1,12,0.203,0.0251,1,0,1,0
7.43,USD,FR,CA,1,8,0.0799,0.0039,2,1,0,0
40.31,GBP,CN,US,1,6,0.0975,0.0453,7,0,1,0
11.02,EUR,CA,GB,1,7,0.0923,0.0062,1,3,3,0
64.95,AUD,US,US,0,5,0.1649,0.0585,0,1,2,0
73.37,CAD,BR,CN,1,9,0.0095,0.0152,1,0,2,0
18.66,GBP,CN,GB,1,9,0.004,0.0067,4,1,0,0
47.33,AUD,CN,CA,1,8,0.0708,0.0071,1,0,1,0
90.02,USD,CN,GB,1,7,0.1938,0.0286,4,1,1,0
57.38,USD,CN,AU,1,8,0.0555,0.003,4,0,0,0
70.99,USD,CN,AU,1,6,0.0723,0.0377,3,0,0,0
28.02,EUR,BR,IN,1,6,0.1051,0.012,0,2,2,0
12.3,USD,FR,CA,1,7,0.1183,0.0029,5,1,4,0
78.2,CAD,CN,AU,1,12,0.2496,0.0294,4,3,1,0
318.51,USD,DE,FR,1,7,0.0214,0.0054,2,4,4,0
12.54,GBP,DE,DE,0,9,0.0423,0.0158,3,1,2,0
58.18,USD,NG,CA,1,9,0.0914,0.005,2,0,2,0
11.68,USD,AU,US,1,8,0.0891,0.0226,2,2,1,0
19.75,EUR,US,AU,1,5,0.1263,0.0098,3,0,3,0
13.04,CAD,GB,IN,1,15,0.0838,0.1045,0,4,0,0
81.48,USD,US,NG,1,3,0.1032,0.0072,4,2,2,1
18.46,USD,US,AU,1,8,0.0226,0.086,2,2,1,0
54.88,EUR,AU,IN,1,6,0.1122,0.0262,5,0,2,1
747.12,CAD,BR,CA,1,9,0.1492,0.0007,3,1,1,0
27.31,USD,CA,NG,1,7,0.0549,0.023,3,3,2,0
59.59,AUD,GB,US,1,10,0.0738,0.0294,3,1,0,0
304.52,AUD,CA,DE,1,9,0.1588,0.0199,1,0,4,0
12.29,AUD,DE,GB,1,12,0.0735,0.0098,1,1,5,0
91.09,EUR,FR,FR,0,13,0.0746,0.0005,2,0,2,0
45.9,CAD,NG,CA,1,9,0.041,0.0139,4,1,2,0
301.71,USD,AU,GB,1,7,0.0396,0.0039,1,0,0,0
607.49,CAD,FR,NG,1,10,0.0387,0.0249,3,1,1,0
55.77,AUD,DE,NG,1,8,0.112,0.0498,3,2,0,0
32.97,EUR,CA,IN,1,8,0.1923,0.0014,0,1,1,0
64.86,GBP,BR,IN,1,3,0.1245,0.0007,0,0,0,0
58.4,AUD,AU,FR,1,10,0.1208,0.0614,1,1,2,0
66.05,USD,AU,GB,1,6,0.2,0.0262,1,0,1,0
42.72,USD,IN,BR,1,7,0.0567,0.0008,0,0,0,0
180.89,EUR,FR,DE,1,7,0.0996,0.0369,2,0,2,0
7.59,AUD,AU,GB,1,6,0.0861,0.0068,1,1,3,0
82.25,AUD,DE,CN,1,13,0.0667,0.0018,2,1,4,1
217.17,USD,GB,CN,1,12,0.0216,0.0252,1,1,3,0
92.26,CAD,AU,DE,1,2,0.0575,0.0111,1,0,2,0
74.09,CAD,IN,DE,1,8,0.0756,0.0213,3,1,2,0
32.78,AUD,US,FR,1,9,0.0078,0.022,0,1,1,0
8.65,USD,GB,US,1,5,0.0964,0.0112,1,3,0,1
31.01,GBP,CN,BR,1,10,0.1093,0.0462,4,2,2,0
11.33,EUR,IN,CN,1,2,0.0282,0.0104,1,0,1,0
36.39,GBP,AU,CA,1,9,0.165,0.0765,2,0,2,1
46.41,EUR,CA,DE,1,13,0.0141,0.0043,2,1,2,0
90.16,AUD,US,NG,1,8,0.0534,0.0049,2,0,2,0
178.47,AUD,BR,IN,1,13,0.0922,0.0415,4,0,3,0
8.78,AUD,DE,FR,1,5,0.0866,0.0108,2,1,2,0
34.68,CAD,IN,FR,1,9,0.0339,0.0003,1,2,1,0
108.46,EUR,US,US,0,21,0.0899,0.0317,4,1,0,0
283.01,EUR,CN,CA,1,8,0.4186,0.0,2,2,0,0
59.68,USD,CN,DE,1,8,0.0245,0.0071,1,0,3,0
24.66,AUD,IN,FR,1,5,0.043,0.0205,2,0,1,0
34.49,USD,BR,IN,1,7,0.0578,0.0137,1,0,1,0
61.72,AUD,US,IN,1,8,0.193,0.0379,2,0,1,0
188.03,EUR,IN,NG,1,9,0.1161,0.0035,0,0,1,0
112.27,EUR,CA,DE,1,5,0.0524,0.0243,1,0,1,0
30.17,AUD,GB,US,1,6,0.0806,0.0348,3,0,1,0
222.15,CAD,FR,FR,0,7,0.0894,0.0331,0,2,2,0
204.97,AUD,CN,DE,1,10,0.1034,0.0001,3,0,3,1
21.43,AUD,CN,CN,0,8,0.0592,0.0229,5,3,1,0
110.22,EUR,DE,CA,1,9,0.1478,0.0739,1,1,0,0
17.72,GBP,FR,IN,1,9,0.0364,0.0082,1,2,0,0
153.55,EUR,BR,AU,1,6,0.117,0.1072,0,2,1,0
155.38,GBP,US,DE,1,10,0.2204,0.0057,2,2,1,0
27.66,EUR,NG,AU,1,8,0.0185,0.0093,1,1,1,0
76.34,GBP,AU,DE,1,8,0.0737,0.0004,1,0,2,0
16.85,GBP,GB,NG,1,11,0.188,0.0419,1,3,1,0
58.76,EUR,US,DE,1,6,0.1011,0.0053,1,0,1,0
117.83,AUD,FR,US,1,10,0.3302,0.0092,2,1,0,0
27.78,CAD,AU,BR,1,9,0.1005,0.0,1,1,0,0
64.83,USD,IN,DE,1,9,0.0928,0.0086,1,0,1,0
12.74,AUD,IN,AU,1,6,0.0303,0.0006,2,1,1,0
59.63,EUR,CN,FR,1,10,0.033,0.0376,2,2,0,0
108.27,EUR,CA,AU,1,11,0.1816,0.0134,0,2,2,0
352.05,USD,IN,CA,1,10,0.0644,0.0621,1,2,1,0
67.91,USD,AU,GB,1,13,0.0587,0.012,2,1,0,0
55.75,AUD,DE,AU,1,5,0.2115,0.0046,5,0,0,0
199.61,EUR,CA,CA,0,6,0.0305,0.0978,0,0,0,0
79.56,GBP,CA,DE,1,2,0.3652,0.0123,2,1,1,0
126.76,EUR,DE,CN,1,14,0.0803,0.0577,0,4,1,0
28.1,USD,GB,AU,1,8,0.1928,0.0214,1,2,0,0
56.37,USD,CN,BR,1,7,0.0219,0.0005,1,1,3,0
27.98,USD,GB,CA,1,8,0.0682,0.0045,1,3,0,0
18.34,GBP,CN,US,1,12,0.0071,0.0139,2,0,3,0
109.75,EUR,CN,AU,1,8,0.0223,0.0192,2,0,1,0
110.25,AUD,NG,US,1,1,0.0882,0.0005,3,1,1,0
47.1,AUD,GB,CA,1,7,0.0697,0.0335,0,0,4,0
78.49,USD,NG,DE,1,3,0.1691,0.0038,0,1,1,0
17.57,CAD,CA,GB,1,7,0.1485,0.01,3,3,2,0
33.16,AUD,GB,CN,1,11,0.0796,0.0456,1,0,1,0
109.49,USD,BR,CA,1,8,0.1,0.006,2,1,1,1
101.09,USD,GB,GB,0,6,0.0251,0.0091,1,4,1,0
61.72,AUD,CA,IN,1,9,0.0316,0.0011,2,1,6,0
102.5,GBP,FR,AU,1,11,0.0317,0.0171,1,1,1,0
47.46,EUR,CN,FR,1,8,0.0982,0.001,0,1,4,0
27.82,GBP,US,DE,1,6,0.1099,0.0286,1,2,3,0
13.32,AUD,US,IN,1,12,0.0345,0.0189,0,1,1,1
2.46,GBP,DE,DE,0,8,0.2632,0.0002,1,1,2,1
16.45,USD,FR,CA,1,9,0.0738,0.0108,0,1,1,0
22.79,CAD,CN,GB,1,8,0.163,0.0078,5,1,2,0
62.96,GBP,GB,GB,0,10,0.1786,0.0341,2,1,0,0
69.02,EUR,BR,NG,1,11,0.0812,0.006,0,1,1,0
55.15,USD,US,IN,1,9,0.064,0.0017,3,3,1,0
20.62,USD,DE,GB,1,6,0.0497,0.0094,2,0,0,0
17.6,CAD,AU,FR,1,9,0.0205,0.0129,0,2,2,0
81.33,USD,BR,DE,1,13,0.0172,0.0192,3,1,2,0
26.63,GBP,CN,NG,1,6,0.1489,0.0181,1,1,1,0
50.45,EUR,CA,FR,1,7,0.0951,0.0391,1,0,1,1
570.56,CAD,FR,CN,1,8,0.0672,0.0351,1,0,1,0
25.82,USD,FR,CA,1,11,0.1478,0.0104,1,1,1,0
850.14,EUR,BR,IN,1,15,0.1482,0.0329,2,3,3,0
385.06,USD,DE,CA,1,7,0.1243,0.0162,3,1,1,0
8.63,CAD,IN,GB,1,5,0.0433,0.0185,2,2,1,0
58.18,EUR,DE,DE,0,7,0.0615,0.0119,2,1,3,0
112.17,AUD,GB,BR,1,5,0.0253,0.0115,0,0,0,0
1503.44,USD,BR,NG,1,11,0.1823,0.0278,3,1,1,0
20.8,EUR,GB,NG,1,8,0.0606,0.0268,0,1,0,0
34.67,GBP,AU,AU,0,11,0.0237,0.036,2,1,1,0
13.22,CAD,FR,NG,1,4,0.0614,0.0087,2,0,3,0
9.66,USD,GB,DE,1,5,0.044,0.0014,5,2,0,0
38.18,USD,CN,IN,1,6,0.2506,0.0147,2,0,2,0
54.98,CAD,GB,GB,0,6,0.0701,0.0172,2,1,1,0
21.82,GBP,NG,CN,1,7,0.1211,0.0436,3,1,1,0
31.14,GBP,AU,CN,1,10,0.0822,0.0269,1,0,0,0
66.1,EUR,DE,CN,1,7,0.2646,0.0114,4,0,0,0
77.58,USD,GB,IN,1,9,0.0226,0.0231,4,2,2,0
46.55,AUD,GB,CA,1,5,0.0496,0.0042,1,2,1,0
33.93,GBP,GB,CA,1,6,0.0729,0.0217,1,2,1,0
27.48,GBP,GB,US,1,7,0.0987,0.0036,1,1,1,0
190.33,EUR,BR,NG,1,8,0.1623,0.0209,2,1,1,0
96.37,EUR,US,BR,1,5,0.0068,0.0043,1,0,1,0
311.63,CAD,CN,FR,1,7,0.1223,0.0172,0,1,2,1
161.36,EUR,US,IN,1,9,0.1101,0.0039,1,2,0,0
192.52,AUD,NG,GB,1,6,0.088,0.0095,2,2,2,0
98.21,GBP,CA,BR,1,11,0.0184,0.0143,2,1,3,0
90.24,USD,DE,BR,1,10,0.0959,0.0255,2,0,1,0
102.62,CAD,GB,FR,1,3,0.0152,0.0432,3,1,2,0
21.84,GBP,AU,CA,1,8,0.0077,0.0176,1,2,1,0
10.04,USD,NG,GB,1,5,0.1095,0.0074,4,7,2,0
33.54,USD,FR,BR,1,10,0.021,0.0075,0,0,2,0
38.12,AUD,FR,GB,1,9,0.0985,0.0234,2,1,2,0
147.56,CAD,US,IN,1,14,0.1122,0.0107,1,1,2,0
181.4,EUR,US,BR,1,5,0.0799,0.0101,1,1,1,0
107.91,USD,FR,DE,1,8,0.0396,0.0188,1,1,0,0
7.89,EUR,GB,CN,1,5,0.1212,0.0241,2,1,0,0
116.91,USD,IN,FR,1,7,0.1626,0.0267,0,0,1,0
36.0,CAD,FR,BR,1,8,0.0852,0.0219,1,0,2,1
106.82,GBP,FR,NG,1,7,0.0037,0.0012,0,0,3,0
46.3,CAD,CA,IN,1,12,0.0383,0.0789,7,0,0,0
75.38,AUD,AU,IN,1,6,0.0886,0.0453,1,0,3,0
39.29,CAD,FR,AU,1,8,0.1349,0.0075,0,1,1,0
49.24,USD,AU,US,1,3,0.0517,0.0241,1,0,1,0
11.13,EUR,GB,CN,1,3,0.1264,0.0101,1,0,3,1
63.49,EUR,DE,NG,1,12,0.0443,0.0881,0,2,0,1
55.84,AUD,CN,GB,1,6,0.0204,0.0238,0,1,0,0
38.13,USD,AU,CA,1,7,0.0967,0.0048,1,1,0,0
29.26,AUD,IN,IN,0,5,0.1786,0.0039,0,0,1,0
227.45,CAD,DE,CA,1,11,0.1156,0.0502,2,0,1,0
110.21,USD,BR,AU,1,6,0.0881,0.0031,4,1,1,0
74.11,EUR,BR,AU,1,5,0.0442,0.0025,3,0,4,0
23.0,USD,NG,BR,1,8,0.0172,0.0671,2,0,3,0
67.28,USD,DE,BR,1,12,0.0663,0.0876,2,1,1,0
9.86,GBP,NG,FR,1,6,0.1426,0.0021,1,1,1,1
217.7,AUD,NG,US,1,8,0.0407,0.0085,1,1,1,0
58.81,EUR,DE,US,1,11,0.0627,0.0119,4,0,2,0
456.46,USD,AU,US,1,6,0.1903,0.0799,3,1,1,0
137.75,GBP,FR,CA,1,9,0.0914,0.0178,2,1,2,0
90.58,EUR,FR,DE,1,11,0.0674,0.0014,2,0,1,0
38.58,EUR,FR,DE,1,8,0.0472,0.026,1,1,1,0
37.21,EUR,NG,US,1,13,0.0611,0.0093,4,1,2,0
6.36,USD,CA,IN,1,12,0.069,0.0027,0,1,4,0
22.06,CAD,CN,AU,1,12,0.0223,0.0106,3,0,1,0
19.55,GBP,DE,AU,1,3,0.0879,0.0274,2,1,1,0
40.92,GBP,NG,BR,1,8,0.0462,0.0018,6,0,2,0
207.17,EUR,GB,NG,1,4,0.0264,0.0036,4,0,0,0
67.58,AUD,NG,US,1,10,0.1753,0.0614,4,1,1,0
73.88,CAD,IN,GB,1,6,0.2208,0.0089,1,1,0,0
87.9,AUD,CA,GB,1,6,0.0872,0.0156,2,2,1,1
72.28,AUD,IN,AU,1,9,0.1161,0.0661,3,2,2,0
135.79,CAD,GB,CA,1,11,0.0817,0.0421,1,1,1,0
20.18,AUD,FR,BR,1,6,0.0927,0.0026,4,2,2,0
102.57,CAD,GB,GB,0,9,0.0791,0.0003,0,1,3,0
41.96,CAD,AU,NG,1,6,0.1321,0.001,2,1,1,0
80.57,GBP,DE,FR,1,8,0.0766,0.0154,2,0,0,0
14.46,GBP,CN,GB,1,5,0.0816,0.0088,2,1,2,0
76.09,EUR,IN,GB,1,10,0.0549,0.0053,3,0,2,0
138.29,EUR,GB,BR,1,8,0.067,0.0592,0,1,1,0
137.73,AUD,IN,US,1,8,0.0288,0.0205,4,0,2,0
26.74,CAD,DE,FR,1,6,0.1467,0.0214,3,0,3,0
88.1,USD,GB,BR,1,11,0.0729,0.0057,3,0,0,0
111.76,GBP,CA,NG,1,8,0.2026,0.0002,1,1,0,0
20.54,AUD,CA,NG,1,8,0.0235,0.0049,1,1,0,0
31.2,EUR,NG,FR,1,10,0.1526,0.0049,1,3,2,0
36.86,AUD,AU,CN,1,5,0.1228,0.0095,0,0,0,0
45.78,AUD,CN,DE,1,6,0.1621,0.025,0,1,1,0
37.93,CAD,US,IN,1,7,0.0323,0.0012,3,2,2,0
5.93,CAD,CA,AU,1,9,0.0437,0.0026,2,2,2,0
38.35,GBP,BR,US,1,8,0.2568,0.0089,0,2,1,1
18.33,EUR,BR,FR,1,8,0.2945,0.0004,3,2,2,0
15.22,EUR,BR,DE,1,7,0.0221,0.0195,1,0,3,0
61.87,EUR,AU,BR,1,5,0.1833,0.0205,5,0,0,0
48.75,GBP,NG,AU,1,10,0.1171,0.0397,2,2,0,0
17.16,CAD,US,DE,1,4,0.027,0.0182,4,0,2,0
35.52,GBP,DE,BR,1,9,0.09,0.0418,2,1,3,0
31.35,GBP,CA,FR,1,5,0.1518,0.003,5,0,3,1
84.87,AUD,CN,AU,1,5,0.0446,0.0735,3,0,1,1
24.18,GBP,DE,US,1,13,0.0579,0.0082,3,1,2,0
10.44,USD,CN,CA,1,4,0.0366,0.0375,2,0,2,0
65.35,EUR,GB,CN,1,7,0.216,0.0204,2,2,2,0
64.5,EUR,IN,CN,1,8,0.0118,0.044,1,0,3,0
38.88,AUD,US,CA,1,7,0.0597,0.0318,0,1,2,1
128.64,USD,US,DE,1,12,0.0985,0.0273,1,3,0,0
34.73,CAD,IN,CA,1,6,0.0822,0.0099,1,1,4,0
71.96,USD,IN,CA,1,10,0.1956,0.031,0,3,0,0
7.15,GBP,FR,AU,1,5,0.1287,0.0346,4,0,1,0
86.06,CAD,BR,IN,1,6,0.1922,0.0059,3,1,0,0
55.2,CAD,CA,CA,0,5,0.0579,0.0009,0,0,3,0
59.74,GBP,NG,GB,1,3,0.0791,0.0031,1,0,1,0
386.32,AUD,CN,FR,1,12,0.015,0.036,3,2,1,0
44.24,AUD,DE,US,1,12,0.064,0.011,2,1,0,0
15.77,GBP,DE,IN,1,3,0.0575,0.0093,0,0,1,0
131.53,AUD,NG,IN,1,8,0.1871,0.0957,1,0,1,1
196.38,AUD,AU,DE,1,13,0.2064,0.0191,2,1,1,0
75.46,USD,BR,US,1,6,0.1272,0.0138,1,1,2,0
21.61,EUR,IN,IN,0,7,0.0311,0.0054,3,1,1,0
192.87,USD,DE,CN,1,5,0.0994,0.0042,1,0,1,0
28.75,EUR,BR,CA,1,4,0.1118,0.0075,3,1,0,0
173.79,CAD,AU,IN,1,8,0.0481,0.0434,0,1,2,0
180.98,AUD,FR,AU,1,13,0.0336,0.0158,5,1,2,1
97.6,GBP,DE,IN,1,6,0.0585,0.0432,1,0,3,0
9.15,GBP,NG,IN,1,3,0.0879,0.0304,2,2,2,0
41.7,USD,NG,US,1,9,0.0946,0.0548,2,1,3,0
42.3,AUD,CA,FR,1,5,0.0803,0.0145,2,1,2,0
47.54,GBP,CN,FR,1,7,0.1133,0.017,1,2,0,0
89.99,CAD,IN,NG,1,7,0.1153,0.0005,1,2,1,1
380.61,GBP,US,IN,1,8,0.0602,0.0026,3,0,4,0
86.43,CAD,GB,US,1,6,0.0651,0.0069,6,2,3,0
397.47,CAD,FR,FR,0,8,0.062,0.0093,0,0,0,0
32.69,AUD,CN,CN,0,9,0.0203,0.0108,3,0,1,0
17.0,EUR,CN,DE,1,5,0.0435,0.0267,2,0,1,0
148.57,USD,NG,AU,1,7,0.0035,0.0218,2,1,3,0
121.73,EUR,IN,CN,1,9,0.1109,0.0514,1,3,0,0
79.46,CAD,AU,AU,0,7,0.1051,0.0706,2,0,0,0
72.86,USD,BR,BR,0,7,0.2775,0.0005,4,1,2,0
37.15,EUR,IN,FR,1,11,0.1323,0.0093,2,0,3,0
13.12,USD,FR,CN,1,8,0.1585,0.0476,0,2,6,0
50.39,GBP,IN,US,1,7,0.0318,0.0272,2,0,2,0
112.1,EUR,CA,BR,1,11,0.0838,0.0044,2,1,0,0
84.71,EUR,BR,US,1,13,0.1347,0.0156,2,1,2,0
4.25,GBP,GB,BR,1,3,0.0501,0.0092,1,1,1,0
7.5,EUR,CN,GB,1,14,0.1617,0.0323,3,2,1,0
745.7,GBP,AU,GB,1,4,0.0976,0.0127,2,1,3,0
89.82,EUR,IN,DE,1,6,0.0889,0.016,3,0,3,1
29.41,GBP,BR,DE,1,9,0.1288,0.028,1,1,3,1
29.39,AUD,AU,US,1,6,0.1171,0.0097,2,1,1,0
29.87,EUR,NG,AU,1,10,0.1661,0.0013,4,0,0,0
247.6,GBP,US,FR,1,4,0.0237,0.0112,3,0,2,0
426.73,EUR,CN,IN,1,8,0.0645,0.0099,0,1,3,0
26.53,AUD,FR,BR,1,8,0.0719,0.0201,1,3,1,0
548.82,AUD,US,IN,1,7,0.1034,0.0014,4,1,4,0
521.55,AUD,DE,DE,0,5,0.085,0.0116,4,1,2,0
12.32,CAD,DE,IN,1,3,0.1315,0.0191,2,1,1,0
57.93,USD,DE,DE,0,8,0.091,0.0414,4,2,1,0
95.49,USD,AU,NG,1,5,0.0788,0.0101,3,1,0,0
23.8,USD,GB,BR,1,8,0.0994,0.0006,2,3,3,0
51.69,CAD,BR,US,1,9,0.1825,0.0045,5,0,3,1
12.31,USD,US,NG,1,9,0.1121,0.0319,1,1,2,1
17.88,EUR,CA,US,1,6,0.0387,0.0253,0,2,2,0
21.48,EUR,AU,CN,1,11,0.0907,0.0135,1,0,0,0
18.24,CAD,DE,DE,0,8,0.1928,0.0081,1,2,2,0
82.44,AUD,DE,IN,1,4,0.2315,0.0068,1,1,2,0
10.53,CAD,BR,CN,1,13,0.0881,0.0025,3,5,0,1
41.8,USD,CN,IN,1,9,0.054,0.0274,3,1,0,0
39.6,USD,BR,CN,1,13,0.1373,0.0222,3,0,1,1
212.66,CAD,US,AU,1,8,0.1212,0.006,0,1,3,0
48.5,GBP,AU,BR,1,12,0.058,0.0045,3,0,1,0
20.42,CAD,GB,IN,1,3,0.0603,0.0048,1,2,3,0
28.99,CAD,CA,CA,0,9,0.052,0.0026,3,1,2,0
74.49,GBP,DE,DE,0,4,0.0485,0.0273,2,1,4,1
63.76,GBP,CN,GB,1,9,0.1302,0.0702,0,0,1,0
35.1,GBP,CA,GB,1,6,0.0549,0.0274,1,0,1,0
333.14,AUD,GB,FR,1,4,0.0852,0.0058,0,0,2,0
91.0,AUD,NG,US,1,14,0.0134,0.0414,1,1,4,1
40.64,GBP,BR,IN,1,7,0.196,0.0449,0,0,0,0
19.43,CAD,NG,FR,1,5,0.0569,0.001,0,0,0,0
89.02,USD,AU,NG,1,10,0.0308,0.054,0,2,2,0
11.99,EUR,GB,AU,1,9,0.1036,0.0074,3,3,3,0
12.26,AUD,CN,GB,1,8,0.1792,0.0039,1,1,1,1
112.26,GBP,US,CN,1,9,0.1453,0.0083,3,1,2,0
340.21,GBP,CA,GB,1,10,0.1025,0.0176,0,1,1,0
22.27,GBP,FR,GB,1,7,0.1476,0.0452,1,1,1,0
31.55,AUD,GB,FR,1,4,0.0531,0.003,2,0,1,0
255.07,USD,CA,AU,1,3,0.1921,0.0122,3,1,0,0
6.05,EUR,NG,BR,1,8,0.0785,0.0316,0,0,1,0
271.48,USD,FR,US,1,12,0.1641,0.0287,2,0,2,1
127.16,CAD,AU,FR,1,5,0.2798,0.01,0,1,1,0
68.75,USD,US,AU,1,12,0.0717,0.0435,1,2,2,0
53.91,USD,NG,IN,1,7,0.0276,0.009,1,1,1,0
66.65,USD,FR,IN,1,7,0.0277,0.0222,0,1,0,0
26.98,EUR,GB,CA,1,9,0.0947,0.0,2,2,1,0
101.28,USD,CA,CA,0,13,0.0942,0.0186,3,1,2,0
13.08,USD,NG,CN,1,12,0.0711,0.0156,6,1,2,0
132.38,CAD,BR,BR,0,4,0.0365,0.0057,1,1,2,0
23.51,AUD,CN,DE,1,5,0.0944,0.0021,1,0,0,0
30.07,GBP,AU,GB,1,13,0.0439,0.0022,3,3,2,0
94.8,EUR,AU,GB,1,6,0.0785,0.0249,5,1,3,0
135.18,EUR,IN,BR,1,12,0.0568,0.001,0,0,1,0
27.12,CAD,CA,IN,1,10,0.0659,0.0707,2,1,2,0
156.44,EUR,CA,AU,1,3,0.0384,0.0697,2,1,1,0
117.85,EUR,NG,CN,1,6,0.213,0.0208,2,1,2,0
25.59,EUR,US,DE,1,12,0.0104,0.0208,2,1,2,0
48.61,AUD,CN,DE,1,10,0.0705,0.0176,3,1,2,0
16.66,GBP,US,DE,1,8,0.1731,0.0479,1,0,1,0
105.41,AUD,NG,GB,1,8,0.0749,0.0088,5,1,1,0
187.14,USD,US,DE,1,9,0.1443,0.0401,0,3,1,1
46.6,GBP,FR,BR,1,11,0.066,0.0532,1,1,2,0
1047.59,GBP,BR,NG,1,10,0.1284,0.0147,2,0,2,0
24.42,AUD,US,NG,1,9,0.0165,0.0016,1,1,1,0
53.52,EUR,GB,FR,1,13,0.0605,0.0392,3,2,0,0
102.37,AUD,BR,IN,1,8,0.1419,0.0065,2,0,1,0
8.7,GBP,GB,BR,1,10,0.096,0.0357,2,1,2,0
68.35,GBP,CN,NG,1,9,0.0605,0.0008,2,0,1,0
50.04,USD,GB,NG,1,7,0.1546,0.0316,2,1,0,0
31.38,USD,DE,US,1,11,0.0546,0.0028,1,1,2,0
207.3,CAD,IN,GB,1,7,0.11,0.0129,2,3,0,0
90.21,AUD,US,BR,1,9,0.0096,0.0176,3,0,2,0
26.46,GBP,IN,DE,1,14,0.0845,0.0103,1,2,0,0
47.04,GBP,CN,BR,1,6,0.1536,0.0214,1,1,2,0
34.88,GBP,NG,FR,1,8,0.0106,0.0273,1,0,0,0
19.41,GBP,FR,CN,1,10,0.0679,0.0525,5,0,3,0
15.65,EUR,FR,BR,1,8,0.0462,0.0212,5,3,3,0
89.48,USD,BR,CN,1,5,0.0751,0.0191,1,1,2,0
42.24,EUR,DE,NG,1,9,0.1638,0.0162,1,1,3,0
31.97,AUD,DE,AU,1,5,0.0383,0.0169,2,1,1,0
13.67,CAD,CA,CN,1,5,0.0811,0.002,1,2,3,0
18.12,EUR,AU,US,1,8,0.0385,0.0341,2,2,1,0
91.26,EUR,NG,GB,1,9,0.1146,0.0026,3,0,1,0
50.12,AUD,DE,CN,1,9,0.0435,0.0093,1,1,1,0
79.57,AUD,IN,BR,1,4,0.1752,0.0294,0,1,0,0
71.9,USD,BR,NG,1,7,0.0682,0.0069,4,0,3,0
44.34,CAD,DE,CA,1,7,0.0844,0.0238,0,0,2,0
68.99,USD,AU,NG,1,8,0.2554,0.0005,1,1,1,0
39.67,CAD,AU,CN,1,8,0.1995,0.0173,3,2,2,0
130.11,CAD,GB,GB,0,7,0.1445,0.021,4,1,0,0
121.51,AUD,CN,US,1,7,0.17,0.0106,3,0,2,0
75.3,AUD,CA,DE,1,6,0.015,0.0033,1,2,3,0
28.94,CAD,BR,CN,1,11,0.159,0.0263,1,3,1,0
110.9,GBP,BR,AU,1,10,0.1553,0.0294,2,1,3,0
30.57,CAD,GB,CN,1,5,0.1164,0.0154,2,0,2,0
22.08,USD,DE,CN,1,11,0.1319,0.0053,1,0,3,0
99.88,CAD,GB,GB,0,7,0.2432,0.0087,1,0,0,0
57.51,AUD,CN,GB,1,7,0.11,0.0376,0,2,1,0
164.09,AUD,DE,GB,1,7,0.124,0.0128,4,1,1,0
80.92,GBP,GB,US,1,8,0.1239,0.0243,3,1,2,0
18.99,GBP,FR,IN,1,11,0.0574,0.0311,1,0,0,0
16.03,USD,DE,GB,1,4,0.0374,0.0326,4,0,0,1
25.95,CAD,IN,NG,1,9,0.0184,0.0093,1,0,2,0
23.71,CAD,NG,DE,1,8,0.1163,0.0119,3,0,2,0
42.01,AUD,GB,DE,1,7,0.0181,0.0006,1,0,2,0
60.22,AUD,GB,GB,0,11,0.1345,0.002,0,4,0,1
65.94,USD,US,IN,1,7,0.0436,0.0035,2,0,1,0
227.74,AUD,DE,GB,1,10,0.0638,0.0087,1,0,2,1
33.86,AUD,US,IN,1,6,0.0271,0.0692,3,0,0,0
251.39,USD,BR,GB,1,6,0.1461,0.0051,3,0,1,0
